EmployeeNumber,Surname,GivenName,FullName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,Agegroup,LengthService,lengthofservicecategory,AbsentHours,AbsentCategory,AbsentDays,BusinessUnit
1492,Utley,Holly,Utley Holly,Female,Sooke,Customer Service Manager,Customer Service,Victoria,Stores,40,Middle Aged,3,Level 1,34,Absent Category 1,1,Stores
1493,McCoy,Daren,McCoy Daren,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29,Young Adult,3,Level 1,7,Absent Category 1,0,Stores
1494,Weldon,Thomas,Weldon Thomas,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,31,Adult,4,Level 1,0,Not Absent,0,Stores
1495,Watson,Sara,Watson Sara,Female,Vernon,Processed Foods Manager,Processed Foods,Vernon,Stores,38,Adult,3,Level 1,38,Absent Category 1,2,Stores
1496,Winter,Lauren,Winter Lauren,Female,Kelowna,Dairy Person,Dairy,Kelowna,Stores,48,Middle Aged,7,Level 2,74,Absent Category 2,3,Stores
1497,Clark,Ozella,Clark Ozella,Female,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,42,Middle Aged,18,Level 4,52,Absent Category 2,2,HeadOffice
1498,McKnight,Nanci,McKnight Nanci,Female,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49,Middle Aged,18,Level 4,67,Absent Category 2,3,HeadOffice
1499,Hunley,Jennifer,Hunley Jennifer,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,47,Middle Aged,4,Level 1,102,Absent Category 3,4,Stores
1500,Petty,Kathleen,Petty Kathleen,Female,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,54,Elderly,18,Level 4,151,Absent Category 4,6,HeadOffice
1501,Rosario,George,Rosario George,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,51,Elderly,6,Level 2,104,Absent Category 3,4,Stores
1502,Baez,Gertrude,Baez Gertrude,Female,Burns Lake,Store Manager,Store Management,Prince George,Stores,35,Adult,7,Level 2,39,Absent Category 1,2,Stores
1503,Jones,Alberto,Jones Alberto,Male,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,30,Adult,4,Level 1,18,Absent Category 1,1,Stores
1504,Stalcup,Sarah,Stalcup Sarah,Female,Ocean Falls,Meat Cutter,Meats,Ocean Falls,Stores,65,Aged,6,Level 2,190,Absent Category 5,8,Stores
1505,Longworth,Reginald,Longworth Reginald,Male,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,52,Elderly,5,Level 1,94,Absent Category 3,4,Stores
1506,Carroll,Rodney,Carroll Rodney,Male,Vananda,Dairy Person,Dairy,Nanaimo,Stores,47,Middle Aged,5,Level 1,80,Absent Category 3,3,Stores
1507,Bryant,Jane,Bryant Jane,Female,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,37,Adult,7,Level 2,92,Absent Category 3,4,Stores
1508,Pierre,Stephen,Pierre Stephen,Male,Haney,Cashier,Customer Service,Haney,Stores,50,Elderly,5,Level 1,103,Absent Category 3,4,Stores
1509,Hall,Lillian,Hall Lillian,Female,Alexis Creek,Dairy Person,Dairy,Williams Lake,Stores,46,Middle Aged,5,Level 1,111,Absent Category 3,5,Stores
1510,Eaton,Margaret,Eaton Margaret,Female,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,36,Adult,5,Level 1,51,Absent Category 2,2,Stores
1511,Delagarza,Arthur,Delagarza Arthur,Male,Richmond,Dairy Person,Dairy,Richmond,Stores,38,Adult,3,Level 1,12,Absent Category 1,1,Stores
1512,Eaton,Mario,Eaton Mario,Male,Parson,Meats Manager,Meats,Cranbrook,Stores,34,Adult,4,Level 1,0,Not Absent,0,Stores
1513,Wilson,Marci,Wilson Marci,Female,Richmond,Store Manager,Store Management,Richmond,Stores,4,Young Adult,5,Level 1,0,Not Absent,0,Stores
1514,Thomas,William,Thomas William,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39,Adult,5,Level 1,2,Absent Category 1,0,Stores
1515,Beeman,Joseph,Beeman Joseph,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,26,Young Adult,3,Level 1,0,Not Absent,0,Stores
1516,Naquin,Christina,Naquin Christina,Female,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,36,Adult,18,Level 4,0,Not Absent,0,HeadOffice
1517,Morgan,Steven,Morgan Steven,Male,Chilliwack,Compensation Analyst,Compensation,Vancouver,HumanResources,47,Middle Aged,14,Level 3,69,Absent Category 2,3,HeadOffice
1518,Davis,Amanda,Davis Amanda,Female,Fraser Lake,Dairy Person,Dairy,Prince George,Stores,51,Elderly,4,Level 1,163,Absent Category 5,7,Stores
1519,Guerrero,Theodore,Guerrero Theodore,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,55,Elderly,7,Level 2,76,Absent Category 2,3,Stores
1520,Whitaker,Kelly,Whitaker Kelly,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,Elderly,4,Level 1,67,Absent Category 2,3,Stores
1521,Maloney,Allen,Maloney Allen,Male,Port Alberni,Dairy Person,Dairy,Nanaimo,Stores,33,Adult,5,Level 1,0,Not Absent,0,Stores
1522,Coleman,Rhonda,Coleman Rhonda,Female,Penticton,Customer Service Manager,Customer Service,Kelowna,Stores,31,Adult,3,Level 1,22,Absent Category 1,1,Stores
1523,Sims,John,Sims John,Male,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39,Adult,14,Level 3,36,Absent Category 1,2,HeadOffice
1524,Wilson,Kathryn,Wilson Kathryn,Female,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,36,Adult,12,Level 3,0,Not Absent,0,HeadOffice
1525,Lucas,Frances,Lucas Frances,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,53,Elderly,5,Level 1,124,Absent Category 4,5,Stores
1526,Walls,Mary,Walls Mary,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,Adult,3,Level 1,41,Absent Category 2,2,Stores
1527,Jackson,Joyce,Jackson Joyce,Female,Iskut,Dairy Person,Dairy,Terrace,Stores,59,Elderly,3,Level 1,122,Absent Category 4,5,Stores
1528,Godin,David,Godin David,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,54,Elderly,4,Level 1,111,Absent Category 3,5,Stores
1529,Skaggs,Walter,Skaggs Walter,Male,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,38,Adult,13,Level 3,0,Not Absent,0,HeadOffice
1530,Chen,Jeanette,Chen Jeanette,Female,Vernon,Customer Service Manager,Customer Service,Vernon,Stores,36,Adult,4,Level 1,62,Absent Category 2,3,Stores
1531,Ladner,Stephanie,Ladner Stephanie,Female,Kelowna,Dairy Person,Dairy,Kelowna,Stores,22,Young Adult,6,Level 2,0,Not Absent,0,Stores
1532,Kelly,Brian,Kelly Brian,Male,Seton Portage,Dairy Person,Dairy,Kamloops,Stores,44,Middle Aged,5,Level 1,67,Absent Category 2,3,Stores
1533,Wheeler,Frances,Wheeler Frances,Female,Burnaby,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50,Elderly,1,Level 1,95,Absent Category 3,4,HeadOffice
1534,White,Dolores,White Dolores,Female,Cranbrook,Produce Manager,Produce,Cranbrook,Stores,54,Elderly,3,Level 1,56,Absent Category 2,2,Stores
1535,Shapiro,Edmond,Shapiro Edmond,Male,Richmond,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50,Elderly,11,Level 3,44,Absent Category 2,2,HeadOffice
1536,Abbott,Monty,Abbott Monty,Male,Avola,Processed Foods Manager,Processed Foods,Kamloops,Stores,19,Young Adult,5,Level 1,0,Not Absent,0,Stores
1537,Sims,Dorothy,Sims Dorothy,Female,New Westminister,Dairy Person,Dairy,New Westminister,Stores,54,Elderly,5,Level 1,109,Absent Category 3,5,Stores
1538,Royal,Shirley,Royal Shirley,Female,New Westminster,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,38,Adult,4,Level 1,0,Not Absent,0,HeadOffice
1539,Hammond,Christopher,Hammond Christopher,Male,Surrey,Dairy Person,Dairy,Surrey,Stores,49,Middle Aged,3,Level 1,144,Absent Category 4,6,Stores
1540,Sousa,Roger,Sousa Roger,Male,Rock Creek,Dairy Person,Dairy,Kelowna,Stores,57,Elderly,4,Level 1,77,Absent Category 2,3,Stores
1541,Trudel,Barbara,Trudel Barbara,Female,Vernon,Meat Cutter,Meats,Vernon,Stores,41,Middle Aged,7,Level 2,31,Absent Category 1,1,Stores
1542,Hinds,Maricela,Hinds Maricela,Female,Kimberley,Bakery Manager,Bakery,Cranbrook,Stores,51,Elderly,4,Level 1,149,Absent Category 4,6,Stores
1543,Tinsley,Betty,Tinsley Betty,Female,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50,Elderly,6,Level 2,74,Absent Category 2,3,HeadOffice
1544,Wallace,David,Wallace David,Male,Trail,Meats Manager,Meats,Trail,Stores,34,Adult,2,Level 1,19,Absent Category 1,1,Stores
1545,Royster,Lucile,Royster Lucile,Female,Dawson Creek,Baker,Bakery,Dawson Creek,Stores,50,Elderly,4,Level 1,119,Absent Category 3,5,Stores
1546,Terpstra,Hassan,Terpstra Hassan,Male,Courtenay,Processed Foods Manager,Processed Foods,Nanaimo,Stores,64,Aged,4,Level 1,188,Absent Category 5,8,Stores
1547,Harding,Lois,Harding Lois,Female,Campbell River,Customer Service Manager,Customer Service,Nanaimo,Stores,71,Aged,5,Level 1,224,Absent Category 6,9,Stores
1548,Russell,Marjorie,Russell Marjorie,Female,Kelowna,Meat Cutter,Meats,Kelowna,Stores,33,Adult,2,Level 1,16,Absent Category 1,1,Stores
1549,Wilson,Ignacio,Wilson Ignacio,Male,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,32,Adult,6,Level 2,0,Not Absent,0,Stores
1550,James,Charles,James Charles,Male,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50,Elderly,10,Level 2,52,Absent Category 2,2,HeadOffice
1551,Nealey,Joy,Nealey Joy,Female,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,42,Middle Aged,5,Level 1,121,Absent Category 4,5,Stores
1552,Spencer,Cynthia,Spencer Cynthia,Female,Iskut,Processed Foods Manager,Processed Foods,Terrace,Stores,30,Adult,6,Level 2,0,Not Absent,0,Stores
1553,Ouimet,Wally,Ouimet Wally,Male,Black Point,Meat Cutter,Meats,Vernon,Stores,54,Elderly,4,Level 1,129,Absent Category 4,5,Stores
1554,Austin,Ronald,Austin Ronald,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,44,Middle Aged,2,Level 1,116,Absent Category 3,5,Stores
1555,Russell,Joan,Russell Joan,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,32,Adult,4,Level 1,19,Absent Category 1,1,Stores
1556,Mitchell,Daniel,Mitchell Daniel,Male,Kaslo,Dairy Person,Dairy,Cranbrook,Stores,37,Adult,3,Level 1,36,Absent Category 1,2,Stores
1557,Anderson,Douglas,Anderson Douglas,Male,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,48,Middle Aged,1,Level 1,88,Absent Category 3,4,Stores
1558,Duran,Margie,Duran Margie,Female,Cranbrook,Processed Foods Manager,Processed Foods,Cranbrook,Stores,39,Adult,5,Level 1,44,Absent Category 2,2,Stores
1559,Roth,Stanley,Roth Stanley,Male,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,36,Adult,8,Level 2,0,Not Absent,0,HeadOffice
1560,Magee,Kathleen,Magee Kathleen,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,33,Adult,14,Level 3,0,Not Absent,0,HeadOffice
1561,Wood,Katie,Wood Katie,Female,Richmond,Dairy Person,Dairy,Richmond,Stores,53,Elderly,5,Level 1,139,Absent Category 4,6,Stores
1562,Taylor,Michelle,Taylor Michelle,Female,Tumbler Ridge,Produce Manager,Produce,Fort St John,Stores,18,Young Adult,5,Level 1,0,Not Absent,0,Stores
1563,Speed,Ruben,Speed Ruben,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,Middle Aged,6,Level 2,45,Absent Category 2,2,Stores
1564,Ramirez,Barbara,Ramirez Barbara,Female,Willow Point,Produce Manager,Produce,Trail,Stores,48,Middle Aged,3,Level 1,98,Absent Category 3,4,Stores
1565,Mecham,Thomas,Mecham Thomas,Male,Trail,Dairy Person,Dairy,Trail,Stores,60,Aged,2,Level 1,135,Absent Category 4,6,Stores
1566,Dunn,Van,Dunn Van,Male,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,52,Elderly,7,Level 2,104,Absent Category 3,4,HeadOffice
1567,Heid,Dana,Heid Dana,Female,Kelowna,Meat Cutter,Meats,Kelowna,Stores,36,Adult,6,Level 2,38,Absent Category 1,2,Stores
1568,Edson,Elsie,Edson Elsie,Female,Whistler,Produce Manager,Produce,Squamish,Stores,43,Middle Aged,2,Level 1,134,Absent Category 4,6,Stores
1569,Nimmons,John,Nimmons John,Male,Skookumchuck,Meat Cutter,Meats,Nanaimo,Stores,54,Elderly,4,Level 1,82,Absent Category 3,3,Stores
1570,Klein,Ida,Klein Ida,Female,Surrey,Dairy Person,Dairy,Surrey,Stores,43,Middle Aged,5,Level 1,77,Absent Category 2,3,Stores
1571,Gossett,Sandra,Gossett Sandra,Female,New Westminster,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,28,Young Adult,4,Level 1,0,Not Absent,0,HeadOffice
1572,Sullivan,Nolan,Sullivan Nolan,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,43,Middle Aged,7,Level 2,114,Absent Category 3,5,Stores
1573,Gutierrez,Mitchell,Gutierrez Mitchell,Male,Midway,Bakery Manager,Bakery,Trail,Stores,47,Middle Aged,5,Level 1,87,Absent Category 3,4,Stores
1574,Donohue,James,Donohue James,Male,Midway,Dairy Person,Dairy,Trail,Stores,50,Elderly,6,Level 2,88,Absent Category 3,4,Stores
1575,Sousa,James,Sousa James,Male,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,34,Adult,7,Level 2,23,Absent Category 1,1,Stores
1576,Heroux,Elijah,Heroux Elijah,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,34,Adult,3,Level 1,60,Absent Category 2,3,Stores
1577,Hosier,Christopher,Hosier Christopher,Male,Mayne Island,Meat Cutter,Meats,Victoria,Stores,24,Young Adult,5,Level 1,0,Not Absent,0,Stores
1578,Simpson,Charlotte,Simpson Charlotte,Female,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,43,Middle Aged,2,Level 1,76,Absent Category 2,3,HeadOffice
1579,Thompson,Nicole,Thompson Nicole,Female,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,45,Middle Aged,12,Level 3,34,Absent Category 1,1,HeadOffice
1580,Aparicio,Cheryl,Aparicio Cheryl,Female,Fort St John,Bakery Manager,Bakery,Fort St John,Stores,37,Adult,4,Level 1,22,Absent Category 1,1,Stores
1581,Dreyer,Steven,Dreyer Steven,Male,Whistler,Bakery Manager,Bakery,Squamish,Stores,47,Middle Aged,8,Level 2,58,Absent Category 2,2,Stores
1582,Brown,Mark,Brown Mark,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,39,Adult,6,Level 2,31,Absent Category 1,1,Stores
1583,Tindle,Brenda,Tindle Brenda,Female,Britannia Beach,Dairy Person,Dairy,Squamish,Stores,38,Adult,3,Level 1,24,Absent Category 1,1,Stores
1584,Moore,Mary,Moore Mary,Female,Richmond,Dairy Person,Dairy,Richmond,Stores,49,Middle Aged,4,Level 1,100,Absent Category 3,4,Stores
1585,McDougle,Jewel,McDougle Jewel,Male,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,52,Elderly,6,Level 2,85,Absent Category 3,4,Stores
1586,Naylor,Mark,Naylor Mark,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,43,Middle Aged,7,Level 2,63,Absent Category 2,3,Stores
1587,Orr,Sharon,Orr Sharon,Female,Mcbride,Meats Manager,Meats,Prince George,Stores,47,Middle Aged,3,Level 1,91,Absent Category 3,4,Stores
1588,Gutierrez,Sherman,Gutierrez Sherman,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,37,Adult,5,Level 1,6,Absent Category 1,0,Stores
1589,Duckworth,Lori,Duckworth Lori,Female,Ashcroft,Customer Service Manager,Customer Service,Kamloops,Stores,29,Young Adult,3,Level 1,33,Absent Category 1,1,Stores
1590,Styles,Robert,Styles Robert,Male,Sparwood,Customer Service Manager,Customer Service,Cranbrook,Stores,42,Middle Aged,3,Level 1,47,Absent Category 2,2,Stores
1591,Green,Concepcion,Green Concepcion,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,41,Middle Aged,6,Level 2,70,Absent Category 2,3,Stores
1592,Clark,Maxine,Clark Maxine,Female,Aldergrove,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,32,Adult,1,Level 1,0,Not Absent,0,HeadOffice
1593,Centeno,Carlos,Centeno Carlos,Male,Trail,Processed Foods Manager,Processed Foods,Trail,Stores,59,Elderly,5,Level 1,142,Absent Category 4,6,Stores
1594,Spurlock,Barbara,Spurlock Barbara,Female,Burnaby,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,36,Adult,1,Level 1,104,Absent Category 3,4,HeadOffice
1595,Barth,Blanche,Barth Blanche,Female,Port Edward,Customer Service Manager,Customer Service,Terrace,Stores,49,Middle Aged,5,Level 1,98,Absent Category 3,4,Stores
1596,Davis,Steven,Davis Steven,Male,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,62,Aged,5,Level 1,149,Absent Category 4,6,HeadOffice
1597,Mann,Danny,Mann Danny,Male,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,51,Elderly,3,Level 1,114,Absent Category 3,5,HeadOffice
1598,Stephens,Annie,Stephens Annie,Female,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,47,Middle Aged,1,Level 1,158,Absent Category 4,7,HeadOffice
1599,Forbush,Michael,Forbush Michael,Male,Surrey,Bakery Manager,Bakery,Surrey,Stores,35,Adult,6,Level 2,0,Not Absent,0,Stores
1600,Wade,Dennis,Wade Dennis,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,24,Young Adult,5,Level 1,0,Not Absent,0,Stores
1601,Strickland,Amelia,Strickland Amelia,Female,Surrey,Dairy Person,Dairy,Surrey,Stores,28,Young Adult,5,Level 1,11,Absent Category 1,0,Stores
1602,Johnson,Karen,Johnson Karen,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,64,Aged,6,Level 2,252,Absent Category 7,11,Stores
1603,Myers,Dorothy,Myers Dorothy,Female,Vancouver,Store Manager,Store Management,Vancouver,Stores,43,Middle Aged,7,Level 2,93,Absent Category 3,4,Stores
1604,Bolin,Elizabeth,Bolin Elizabeth,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,30,Adult,3,Level 1,10,Absent Category 1,0,Stores
1605,Foret,James,Foret James,Male,North Vancouver,Store Manager,Store Management,North Vancouver,Stores,35,Adult,5,Level 1,0,Not Absent,0,Stores
1606,Brannum,Gertrude,Brannum Gertrude,Female,Canal Flats,Dairy Person,Dairy,Cranbrook,Stores,42,Middle Aged,3,Level 1,39,Absent Category 1,2,Stores
1607,Fischer,Robert,Fischer Robert,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,53,Elderly,4,Level 1,107,Absent Category 3,4,Stores
1608,Toledo,Sue,Toledo Sue,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,58,Elderly,4,Level 1,138,Absent Category 4,6,Stores
1609,Ulloa,Benjamin,Ulloa Benjamin,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,Adult,6,Level 2,0,Not Absent,0,Stores
1610,Jackson,Michael,Jackson Michael,Male,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,27,Young Adult,2,Level 1,0,Not Absent,0,Stores
1611,Kolodziej,Darron,Kolodziej Darron,Male,Vancouver,Meats Manager,Meats,Vancouver,Stores,56,Elderly,4,Level 1,147,Absent Category 4,6,Stores
1612,Ridgeway,Tammy,Ridgeway Tammy,Female,Vancouver,Produce Manager,Produce,Vancouver,Stores,57,Elderly,5,Level 1,143,Absent Category 4,6,Stores
1613,Dilday,Michael,Dilday Michael,Male,Grand Forks,Store Manager,Store Management,Grand Forks,Stores,37,Adult,6,Level 2,42,Absent Category 2,2,Stores
1614,Coleman,Eldon,Coleman Eldon,Male,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,45,Middle Aged,5,Level 1,5,Absent Category 1,0,Stores
1615,Helms,Lisa,Helms Lisa,Female,West Vancouver,Store Manager,Store Management,West Vancouver,Stores,31,Adult,3,Level 1,23,Absent Category 1,1,Stores
1616,Fujita,Felicia,Fujita Felicia,Female,Surrey,Dairy Person,Dairy,Surrey,Stores,48,Middle Aged,2,Level 1,109,Absent Category 3,5,Stores
1617,Senger,Linda,Senger Linda,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,57,Elderly,4,Level 1,160,Absent Category 5,7,Stores
1618,Gupta,Betty,Gupta Betty,Female,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,32,Adult,6,Level 2,24,Absent Category 1,1,Stores
1619,Carson,Sheila,Carson Sheila,Female,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,43,Middle Aged,3,Level 1,96,Absent Category 3,4,Stores
1620,Batts,Jessie,Batts Jessie,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,Adult,2,Level 1,22,Absent Category 1,1,Stores
1621,Sippel,Charlotte,Sippel Charlotte,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,50,Elderly,5,Level 1,65,Absent Category 2,3,Stores
1622,Rivera,George,Rivera George,Male,Prince George,Dairy Person,Dairy,Prince George,Stores,44,Middle Aged,4,Level 1,41,Absent Category 2,2,Stores
1623,Games,Joseph,Games Joseph,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,Adult,3,Level 1,37,Absent Category 1,2,Stores
1624,Ash,Margie,Ash Margie,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,35,Adult,6,Level 2,53,Absent Category 2,2,Stores
1625,Austin,Richard,Austin Richard,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,50,Elderly,4,Level 1,61,Absent Category 2,3,Stores
1626,Coffman,Kyle,Coffman Kyle,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,47,Middle Aged,6,Level 2,72,Absent Category 2,3,Stores
1627,Colgan,Mayola,Colgan Mayola,Female,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,Stores,50,Elderly,5,Level 1,124,Absent Category 4,5,Stores
1628,Replogle,Rosetta,Replogle Rosetta,Female,Wells,Meat Cutter,Meats,Kamloops,Stores,34,Adult,4,Level 1,4,Absent Category 1,0,Stores
1629,Davis,Michael,Davis Michael,Male,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,26,Young Adult,5,Level 1,0,Not Absent,0,Stores
1630,Moore,Rene,Moore Rene,Male,White Rock,Cashier,Customer Service,White Rock,Stores,32,Adult,7,Level 2,0,Not Absent,0,Stores
1631,Lee,Cindy,Lee Cindy,Female,Vancouver,Customer Service Manager,Customer Service,Vancouver,Stores,52,Elderly,5,Level 1,172,Absent Category 5,7,Stores
1632,Jones,Eileen,Jones Eileen,Female,Prince George,Produce Manager,Produce,Prince George,Stores,35,Adult,5,Level 1,50,Absent Category 2,2,Stores
1633,Crabtree,Lillian,Crabtree Lillian,Female,Parksville,Meat Cutter,Meats,Nanaimo,Stores,25,Young Adult,1,Level 1,0,Not Absent,0,Stores
